sgRNA	Gene	T0	T12_DMSO_rep1	T12_DMSO_rep2	T12_MYCi_rep1	T12_MYCi_rep2
Zmym6_4	Zmym6	2532.5	2386	2372	3017	2871
Zfp277_3	Zfp277	1289	1204	1067	1157	1166
Ttll3_5	Ttll3	756	409	227	418	198
Olfr693_2	Olfr693	704.5	531	509	651	695
Olfr625-ps1_1	Olfr625-ps1	1759.5	1288	1156	1335	1428
Kif2a_3	Kif2a	1542.5	1053	2547	1251	3119
Aamdc_3	Aamdc	611.5	336	1182	424	1799
Kcnk15_3	Kcnk15	885	668	1301	883	1273
Vmn1r74_2	Vmn1r74	1027.5	1133	1038	1090	1294
Foxo1_2	Foxo1	208	211	43	306	103
Fkbp3_1	Fkbp3	1728.5	1246	2500	1267	3564
Hist1h2ai_1	Hist1h2ai	764.5	649	804	658	638
Cpz_2	Cpz	473	494	103	410	199
Hinfp_1	Hinfp	543	184	27	251	23
Vezf1_5	Vezf1	1346.5	986	1027	1041	942
Aplf_1	Aplf	579	325	261	435	389
Tmem98_3	Tmem98	3171.5	2037	2038	2081	2023
Tgm5_3	Tgm5	1941	1528	1895	1592	1738
March9_3	9-Mar	1254.5	809	605	693	603
Olfr1221_1	Olfr1221	1973.5	1483	1818	1743	1785
Gas7_4	Gas7	509.5	228	143	356	151
Bcl9_5	Bcl9	542.5	563	426	473	461
E2f5_2	E2f5	853	819	531	737	564
Appl2_2	Appl2	1685	1462	2121	1635	2048
Plekhb2_5	Plekhb2	574	416	522	458	1045
Kpna7_3	Kpna7	502.5	400	451	480	590
Crygc_2	Crygc	1478	842	663	913	584
Rnf208_2	Rnf208	1886	1277	838	1369	1027
Mtap7d3_3	Mtap7d3	1571	1774	999	1742	1171
Btbd2_3	Btbd2	862	626	256	585	287
Sprr2j-ps_2	Sprr2j-ps	771	471	558	646	643
Olfr744_1	Olfr744	1409.5	1151	1883	1182	2185
Otud5_2	Otud5	764.5	554	255	632	397
St6gal2_3	St6gal2	1371	1149	902	1292	719
Fignl1_3	Fignl1	1485.5	1309	1045	926	1017
Olfr905_5	Olfr905	501.5	515	1010	479	1489
Fam26e_3	Fam26e	920.5	662	244	811	363
Olfr551_3	Olfr551	672	447	534	741	364
Olfr462_1	Olfr462	761	471	288	457	253
Slamf9_5	Slamf9	414	156	247	269	331
Dock8_5	Dock8	579.5	243	108	198	163
Aptx_5	Aptx	378.5	219	148	227	130
Rybp_1	Rybp	751	842	1183	1161	1442
Slc26a5_5	Slc26a5	383.5	298	211	333	458
Cntf_3	Cntf	2257.5	1926	1556	2195	2292
Zfp941_2	Zfp941	1505	1166	1656	1168	1397
Mgl2_2	Mgl2	1248	1278	844	1095	819
Rbbp4_4	Rbbp4	1073.5	96	126	123	117
Zcchc11_1	Zcchc11	1129.5	912	1360	923	1077
Csnk1g1_1	Csnk1g1	550	494	224	659	328
Slc5a6_3	Slc5a6	1165	858	573	712	666
Spr_3	Spr	1159.5	746	624	706	370
Scgb3a2_4	Scgb3a2	521.5	421	292	512	203
Rgs18_3	Rgs18	1103.5	893	685	991	680
Ift52_1	Ift52	2463	1774	2465	1878	1752
Sh3rf2_3	Sh3rf2	952.5	712	1231	525	1375
Tppp_2	Tppp	1163.5	1300	1172	1251	1185
Pald1_4	Pald1	1322	934	770	1026	861
Lman2l_5	Lman2l	984	721	473	796	398
Mctp1_1	Mctp1	1048	816	615	839	839
Tnfsf13_1	Tnfsf13	854.5	950	567	772	740
Phldb2_5	Phldb2	574	391	798	447	966
Ube2l6_3	Ube2l6	719.5	774	635	879	585
Dusp23_4	Dusp23	1306.5	865	784	1254	930
Zfp568_3	Zfp568	334.5	310	215	298	250
Camk1g_3	Camk1g	626.5	385	432	376	591
Flywch2_1	Flywch2	635	461	427	383	596
Mcoln3_5	Mcoln3	1179	1151	518	1068	560
Igfbp5_5	Igfbp5	1788.5	928	1117	1036	909
Nup43_2	Nup43	419.5	139	23	125	43
Rpusd1_4	Rpusd1	510.5	242	382	304	435
Mis18a_1	Mis18a	560	210	113	228	293
Ttbk1_3	Ttbk1	980	988	712	1287	685
Ppm1l_3	Ppm1l	804	585	645	660	774
Rgs12_4	Rgs12	1445	1194	1449	1291	1935
Olfr1465_4	Olfr1465	1409.5	1044	760	1140	1135
3830406C13Rik_5	3830406C13Rik	638.5	489	553	618	661
Pomt2_4	Pomt2	686.5	409	287	429	351
Ros1_1	Ros1	1797.5	1873	1514	1602	1691
Dcxr_1	Dcxr	828	684	410	869	692
Cldn34c4_1	Cldn34c4	1686	1757	1430	1617	1397
Ninj2_4	Ninj2	1821.5	1281	1224	1598	1626
Luc7l2_1	Luc7l2	861.5	181	215	211	345
Gm15737_2	Gm15737	1497	1191	1883	1237	1976
Krt33b_5	Krt33b	1499.5	1541	890	1352	1051
Gm3952_2	Gm3952	995.5	893	702	1127	621
Zfp493_1	Zfp493	1550	1565	1858	1792	2083
Abcc4_5	Abcc4	350.5	255	220	411	546
Sec31a_1	Sec31a	1500.5	724	843	809	931
Olfr585_4	Olfr585	1559	1411	1541	1430	1588
Sez6l_5	Sez6l	1039.5	1055	1453	1219	1574
4930523C07Rik_4	4930523C07Rik	620	297	377	523	639
Hectd3_5	Hectd3	1294.5	765	678	1032	592
Atg16l2_3	Atg16l2	1708	1279	1255	1538	1528
Cldn18_4	Cldn18	1201	1137	1486	1108	1514
Nxpe4_2	Nxpe4	735.5	545	214	518	299
Siglece_4	Siglece	926.5	814	1486	663	1607
Shisa9_4	Shisa9	464.5	471	243	428	213
Glipr1l2_4	Glipr1l2	944.5	889	849	962	740
Sla_2	Sla	906	577	795	523	898
Olfr910_5	Olfr910	1023	968	1656	1015	1573
Olfr243_1	Olfr243	995	892	1425	984	1103
l7Rn6_2	l7Rn6	788	505	264	511	375
Sephs2_3	Sephs2	2576.5	336	96	314	253
Pcdhb9_3	Pcdhb9	348	212	300	387	559
Nop14_3	Nop14	559.5	70	367	92	515
Scg2_2	Scg2	1221	1025	1814	792	1865
Olfr2_1	Olfr2	1087	786	833	899	1051
Ccl12_4	Ccl12	820.5	754	1170	578	1080
Eefsec_2	Eefsec	719	228	153	244	146
Ftcd_3	Ftcd	793	687	584	803	574
Zfp184_2	Zfp184	781	642	636	640	705
Ttll12_1	Ttll12	750.5	369	825	472	650
Adam6a_1	Adam6a	572	493	398	516	577
Ap4m1_3	Ap4m1	808.5	608	413	526	211
Mau2_3	Mau2	1354	730	781	635	1036
Cc2d2a_1	Cc2d2a	305	192	102	203	176
Snx2_3	Snx2	609.5	573	922	469	680
Dppa2_1	Dppa2	1762.5	1857	2975	1659	2962
Dusp8_2	Dusp8	731	399	443	553	468
Tmem231_3	Tmem231	1303.5	1218	954	1390	1329
Gnl1_5	Gnl1	767.5	631	709	661	565
Olfr427_2	Olfr427	2047	1737	1295	1569	1140
Dnaaf3_5	Dnaaf3	630.5	552	485	538	534
Gpbp1_4	Gpbp1	1985.5	1507	1269	1325	1136
Skp1a_2	Skp1a	2146.5	773	97	437	58
Rergl_5	Rergl	795	651	793	687	583
Ergic1_4	Ergic1	2085.5	2110	2138	1578	1691
Alox5_4	Alox5	414	219	377	262	412
Aamp_4	Aamp	978	284	185	224	173
Gpc5_5	Gpc5	1175.5	1276	1339	1152	1129
Rab31_1	Rab31	872	575	502	802	651
Rxrb_2	Rxrb	352	258	309	235	345
Rad9b_2	Rad9b	1760	1468	2322	1572	2736
Ofcc1_4	Ofcc1	513	417	752	426	746
Rdm1_1	Rdm1	1100	762	807	830	771
Cd48_5	Cd48	954	849	443	792	364
Kin_4	Kin	1119	1203	1002	1162	1211
Rab22a_3	Rab22a	1218.5	996	1432	862	1463
Olfr212_3	Olfr212	1252.5	1120	1187	1441	1537
Slc22a15_3	Slc22a15	998.5	806	609	787	782
H2afb2_1	H2afb2	1125	1060	605	1226	769
Tnpo3_1	Tnpo3	1486	1011	858	1286	884
Pcyt1a_2	Pcyt1a	709	330	95	348	118
Olfr46_3	Olfr46	2059.5	2049	1758	1827	1793
Cdr2l_5	Cdr2l	593.5	453	393	422	379
Zfp524_2	Zfp524	859	934	397	702	502
Gm10797_5	Gm10797	306.5	298	109	332	185
Fam135b_5	Fam135b	1974	1885	2444	1951	3018
Ncf1_5	Ncf1	718.5	553	523	543	459
Gm6588_2	Gm6588	1839.5	1517	1406	1511	1835
Atp1a1_1	Atp1a1	997	666	333	740	460
Ikzf2_5	Ikzf2	1266	869	1380	1277	1179
Cox6a1_5	Cox6a1	1332.5	621	416	818	437
Gpx1_4	Gpx1	728	483	403	517	432
Galm_3	Galm	913.5	533	685	595	771
Phf8_5	Phf8	1925.5	1689	2359	1713	2244
Catsperd_5	Catsperd	874.5	568	459	741	532
Tmem159_4	Tmem159	488.5	253	225	391	269
Enpp2_2	Enpp2	1291	1140	1117	944	1302
Cst10_4	Cst10	2361.5	1933	2132	1927	1910
Zfp418_3	Zfp418	654	601	371	629	504
Onecut2_3	Onecut2	499.5	405	499	429	466
Olfr835_1	Olfr835	666.5	550	284	528	297
Cd63_4	Cd63	1350.5	696	747	589	849
Asb9_2	Asb9	732.5	415	635	420	654
Galnt14_5	Galnt14	1480	1694	1591	2266	2316
P3h3_1	P3h3	1188.5	950	383	723	528
Lypla2_1	Lypla2	294	192	168	193	134
9230112D13Rik_5	9230112D13Rik	560	728	588	522	542
Pcdhga11_4	Pcdhga11	483	353	457	325	649
Rab39_3	Rab39	903.5	711	429	703	361
Clip1_2	Clip1	1573.5	1702	1748	1515	2702
Ffar1_1	Ffar1	900.5	673	673	805	1036
Olfr552_1	Olfr552	1107	837	523	803	435
Ciapin1_2	Ciapin1	460.5	352	371	450	443
Olfr918_1	Olfr918	1295.5	904	1026	877	965
Il12rb1_1	Il12rb1	524	332	353	509	412
Dapk1_1	Dapk1	685.5	740	1070	732	733
Kpna2_2	Kpna2	1664.5	1172	916	1232	852
Ubl7_5	Ubl7	956.5	579	189	661	236
Rnf139_1	Rnf139	580.5	412	288	614	390
Calu_3	Calu	992	697	605	635	626
Nlrp9b_5	Nlrp9b	864	614	315	751	433
Ndufb5_1	Ndufb5	568	471	386	502	327
Lancl1_2	Lancl1	2668.5	2004	2701	1928	2906
Cck_5	Cck	239.5	216	381	174	189
Lum_3	Lum	208	230	72	223	101
Eif1ax_2	Eif1ax	612	429	438	458	587
Zfp51_5	Zfp51	1364.5	1248	1189	1207	1219
Ear14_1	Ear14	929	733	844	842	987
Dap_4	Dap	2005.5	1927	1972	1609	2450
Mlh1_5	Mlh1	1555.5	1043	1862	1010	1354
Wwc2_3	Wwc2	381	340	120	493	177
Rbmx_1	Rbmx	2015	2057	1494	2212	2229
Olfr979_2	Olfr979	1856	1616	1723	1744	1866
Adamts13_5	Adamts13	1847.5	1044	970	1121	1080
Fign_4	Fign	289	247	209	501	345
Enpp1_1	Enpp1	2235	1958	2550	2019	2885
Angpt2_4	Angpt2	1379.5	1264	1185	1092	1250
Nf1_4	Nf1	853	692	727	941	726
Hsp90b1_2	Hsp90b1	811	172	168	92	97
Rock1_3	Rock1	410	251	268	460	367
Zfp358_5	Zfp358	383	332	292	311	313
Pdgfra_3	Pdgfra	697	638	529	687	411
Atp1a4_3	Atp1a4	1059	1184	725	1430	789
Armc8_5	Armc8	879	769	803	658	1107
Ubac2_1	Ubac2	1811	1489	1857	1530	1885
Zwint_2	Zwint	1156.5	265	310	314	347
Psmb11_4	Psmb11	1318.5	884	688	1077	900
Ccdc88c_4	Ccdc88c	2057	1868	2743	1649	3172
Srpx2_2	Srpx2	520.5	449	460	304	410
Smgc_3	Smgc	1204.5	669	745	796	603
Tmem213_1	Tmem213	912	252	440	350	403
Lipg_1	Lipg	982.5	619	618	642	736
Tgs1_5	Tgs1	2120	453	272	656	322
Aak1_3	Aak1	443	371	290	317	236
Tes_2	Tes	1177	736	374	716	678
Acat3_1	Acat3	1409	1307	2542	1229	3603
Recql4_4	Recql4	919.5	351	207	629	200
Cts6_2	Cts6	416	281	229	558	316
Tbrg1_4	Tbrg1	1479	1365	699	1326	1214
Itga1_3	Itga1	1365.5	1185	1614	937	1841
Nudt17_2	Nudt17	1076.5	1018	495	861	349
Zfp667_4	Zfp667	331	382	299	258	178
Insig1_3	Insig1	808	956	506	707	308
Klk1b4_3	Klk1b4	541	384	836	447	788
Csf3r_2	Csf3r	771	420	234	434	143
Gm156_1	Gm156	1915.5	1849	1250	1920	971
Rcor3_4	Rcor3	1563.5	1293	1011	1179	700
Mgea5_1	Mgea5	1014	860	358	782	323
Dctn5_3	Dctn5	986	138	75	85	340
Bnip1_1	Bnip1	1815.5	661	958	880	832
Nfkb1_3	Nfkb1	1059.5	888	655	943	1156
Ginm1_5	Ginm1	844	677	270	606	329
Zbtb12_3	Zbtb12	1176	685	1414	1153	1425
Tfap2a_5	Tfap2a	749	808	540	915	692
Atp4b_5	Atp4b	396	239	127	362	242
Ncmap_2	Ncmap	947	892	880	1084	910
Top1_3	Top1	1968	920	810	1020	948
Klc4_1	Klc4	585	537	618	773	940
Manba_3	Manba	2276	1878	2784	1767	2779
Tstd3_1	Tstd3	1413.5	1168	1049	1390	1282
Vill_3	Vill	858.5	534	380	853	430
Gm12886_2	Gm12886	804.5	594	463	719	531
Mcrs1_5	Mcrs1	1137	243	245	250	249
Tfrc_4	Tfrc	1306	341	335	731	666
St3gal1_4	St3gal1	632.5	524	848	439	859
Zfp39_2	Zfp39	1115.5	893	984	713	642
Tuba3a_5	Tuba3a	3902.5	3566	3472	3339	3764
Klra4_3	Klra4	702.5	583	423	569	331
Eif4g2_3	Eif4g2	2029.5	1651	1566	1254	944
Tspan18_1	Tspan18	1917.5	1623	1539	1942	1827
Nat14_3	Nat14	1264	990	946	1072	1138
Lsm10_3	Lsm10	954	215	42	346	66
Drp2_1	Drp2	487.5	344	241	467	229
Sult1c2_1	Sult1c2	1154	735	771	705	798
Atp6v1a_4	Atp6v1a	396	371	151	394	354
Ugt1a8_4	Ugt1a8	908	997	700	1116	641
Stat5b_2	Stat5b	897	308	587	529	604
Znhit2_4	Znhit2	1059	362	372	282	410
Carm1_2	Carm1	2171	566	379	633	366
Cuta_5	Cuta	1171	351	81	551	58
Olfr1100_2	Olfr1100	724	532	207	509	212
Synj1_2	Synj1	630.5	535	878	499	579
Prc1_2	Prc1	1646.5	90	8	153	22
Rbm14_1	Rbm14	752.5	307	542	483	756
Zcwpw1_3	Zcwpw1	1777	1083	1363	1082	1338
Cdc34_4	Cdc34	1744.5	1191	1332	1139	1564
Vdac3_1	Vdac3	1884	1336	1508	1161	1371
Fam53c_2	Fam53c	2443.5	1410	1709	1823	1700
Dhrs11_4	Dhrs11	748.5	435	343	370	315
Ccdc108_4	Ccdc108	1054	594	799	702	947
Fam20b_4	Fam20b	1440	1171	1276	1481	1342
Gnaq_2	Gnaq	1056	739	1464	1252	1411
Napa_2	Napa	554.5	79	10	146	10
Slc13a2_5	Slc13a2	1182.5	626	514	630	801
Srp9_2	Srp9	1592	176	90	148	85
Rhot1_4	Rhot1	1373	1258	712	1432	853
Kcnn1_5	Kcnn1	870	612	676	644	1174
Ino80c_5	Ino80c	1952	709	1016	709	755
Amz2_1	Amz2	680	614	439	610	489
Gm7489_1	Gm7489	1492.5	1257	1035	1232	812
Chsy3_4	Chsy3	491.5	264	331	331	622
Atp6v1f_4	Atp6v1f	1009.5	413	397	516	484
Olfr570_4	Olfr570	1178.5	742	641	906	587
Tspan13_3	Tspan13	602.5	423	280	546	241
Gca_5	Gca	790.5	745	297	715	354
Stc1_3	Stc1	1074.5	1123	1162	1032	1038
Ptpn5_4	Ptpn5	759	425	493	403	646
Nxf2_5	Nxf2	1865	1948	1932	2228	2005
Olfr1208_3	Olfr1208	3080.5	2584	2696	2641	3072
Mrpl21_5	Mrpl21	1304.5	248	245	132	246
Polr3k_1	Polr3k	797	47	99	99	126
Larp4_5	Larp4	1810.5	522	285	464	352
Cilp_5	Cilp	396.5	321	309	313	240
Hif1a_3	Hif1a	813.5	571	900	476	760
Keg1_1	Keg1	781	562	812	584	653
Mctp2_2	Mctp2	423	353	132	351	199
9530053A07Rik_5	9530053A07Rik	1017	638	356	791	391
Cfap221_1	Cfap221	807.5	662	558	458	929
E2f1_3	E2f1	1372.5	1090	661	1183	690
Stub1_4	Stub1	1297	762	747	862	660
Gnb2l1_5	Gnb2l1	1250.5	58	7	96	5
Pcdh11x_5	Pcdh11x	752	374	327	403	291
Olfr665_3	Olfr665	1032	1040	1229	885	1128
Dnajc11_5	Dnajc11	288.5	154	97	126	167
Mov10l1_4	Mov10l1	963.5	934	507	809	751
Rps6ka3_1	Rps6ka3	546	462	533	543	499
Fam228a_4	Fam228a	755.5	677	597	688	951
Hmbox1_1	Hmbox1	1662	1358	1534	1338	1293
Btnl4_3	Btnl4	709	801	838	818	594
Ssr1_3	Ssr1	937	667	407	785	542
Sft2d2_1	Sft2d2	1052	714	1093	741	1232
Entpd6_2	Entpd6	581.5	337	187	482	181
Eif4h_2	Eif4h	703	273	124	431	286
Nsun7_2	Nsun7	481.5	404	359	430	450
Efr3a_3	Efr3a	518.5	151	132	170	62
Pkia_1	Pkia	1738	1511	1960	1736	2102
Pvr_4	Pvr	821	609	273	576	225
Ttl_5	Ttl	917	727	725	515	795
Lypd8_2	Lypd8	820.5	727	1201	628	862
Lrrc42_1	Lrrc42	511	398	337	436	483
Rpf2_5	Rpf2	497.5	262	170	360	176
Junb_4	Junb	767.5	614	297	645	281
Gale_2	Gale	592	414	448	334	506
Smc2_1	Smc2	1113.5	81	77	41	56
Dpyd_3	Dpyd	1073.5	920	799	1202	1055
Mmp12_1	Mmp12	1133.5	633	716	1023	686
Cdc37l1_3	Cdc37l1	579.5	528	343	520	354
Cyb5b_3	Cyb5b	781.5	600	477	670	926
Foxd3_2	Foxd3	894	778	808	918	1118
Rit1_5	Rit1	564.5	335	380	568	620
Slc6a3_5	Slc6a3	785	651	970	733	750
Tubgcp2_2	Tubgcp2	877.5	308	211	307	325
Fmo2_2	Fmo2	1261.5	1139	1604	1157	1300
Chil6_1	Chil6	674	553	483	722	603
Gm11596_2	Gm11596	453.5	372	462	444	317
Slco1c1_4	Slco1c1	1863	1368	1493	1445	1504
Xpo6_4	Xpo6	2590.5	1791	1421	1846	1084
AA467197_1	AA467197	372	440	263	270	267
Zmat1_5	Zmat1	1159	1093	814	1130	1001
Gm17252_2	Gm17252	611.5	389	369	456	622
Trim30c_1	Trim30c	887.5	754	1196	623	944
Atxn2_4	Atxn2	641.5	546	541	499	579
Mdh2_5	Mdh2	249	84	60	162	23
Fbxo5_4	Fbxo5	564.5	100	377	81	160
Atp10a_4	Atp10a	619	721	554	764	589
D3Ertd751e_2	D3Ertd751e	666	607	346	502	547
Spint4_5	Spint4	652	465	273	513	385
Galp_3	Galp	1249.5	557	915	554	763
Cybb_5	Cybb	1020	863	742	965	703
Dirc2_4	Dirc2	1533	1135	853	1292	836
Spint3_3	Spint3	1491	1040	918	1195	761
Ccdc109b_5	Ccdc109b	584.5	512	676	823	850
Ddah2_1	Ddah2	1108.5	737	852	949	930
C3ar1_1	C3ar1	1643.5	1157	889	1318	692
Msi1_4	Msi1	82	49	42	120	38
Grik5_3	Grik5	1324.5	1100	1270	924	1517
Ilvbl_3	Ilvbl	495	322	313	381	643
Gm5878_1	Gm5878	497	361	374	395	446
Rnf4_4	Rnf4	1279.5	450	370	502	439
1110001J03Rik_5	1110001J03Rik	1243.5	747	339	831	378
Eomes_3	Eomes	993	781	1285	858	871
Tbx10_2	Tbx10	1318.5	703	460	785	599
Ddx55_5	Ddx55	3301	263	164	355	200
Crim1_5	Crim1	1407	1688	1314	1352	990
Bod1l_2	Bod1l	1807.5	558	260	390	398
Pax3_4	Pax3	2006	1327	1331	1466	1500
Car5b_1	Car5b	760.5	619	946	707	696
Atp6ap1l_1	Atp6ap1l	446.5	301	380	505	331
Nme3_1	Nme3	824.5	551	373	615	303
Adam30_2	Adam30	1316	1012	1643	1045	1443
Dirc2_2	Dirc2	764.5	524	438	713	513
Cox6a2_5	Cox6a2	1146	967	644	854	899
Olfr15_5	Olfr15	895	859	674	755	722
Fhl2_4	Fhl2	922	402	548	665	700
Tgfbr1_3	Tgfbr1	1426.5	1634	1903	1472	1913
Spats1_2	Spats1	842	725	401	968	558
Pla1a_4	Pla1a	836	909	1289	974	1311
Prl8a2_4	Prl8a2	1720.5	1406	1319	1473	1254
Megf10_4	Megf10	665	430	480	571	473
Med22_5	Med22	1028	623	738	753	1070
Atl2_1	Atl2	528	395	340	434	394
Slc45a2_1	Slc45a2	2023.5	1426	1474	1558	1114
Apmap_4	Apmap	627	562	454	620	566
Pdxk_1	Pdxk	1898.5	644	321	602	368
Gpr27_4	Gpr27	682	534	482	459	483
Adgrg5_5	Adgrg5	1005	637	982	694	1053
Srsf1_1	Srsf1	801.5	106	29	87	30
Card9_4	Card9	285.5	203	151	222	158
Olfr507_5	Olfr507	2013.5	1787	2245	1804	2913
Acot5_2	Acot5	928.5	809	894	668	705
Cnpy3_5	Cnpy3	178.5	270	114	356	176
Slc20a2_2	Slc20a2	554.5	361	433	439	757
S1pr1_1	S1pr1	2283	2067	2069	2170	2027
Pex1_5	Pex1	511.5	403	229	379	215
Mettl3_1	Mettl3	593.5	159	117	204	143
Trim3_1	Trim3	1694.5	1315	1053	1726	1474
Timm10_1	Timm10	767.5	58	2	63	0
Cldn34b4_2	Cldn34b4	1032.5	1051	615	890	723
Tmem98_5	Tmem98	1754	1407	1192	1334	1022
Sec11a_2	Sec11a	1827	680	471	542	390
Gpr82_2	Gpr82	1450.5	1213	1003	1483	1271
Golga2_5	Golga2	1231	738	886	952	873
Cacybp_3	Cacybp	726	167	89	207	177
Gm10961_1	Gm10961	2875	2585	2863	2489	3113
Muc5b_4	Muc5b	1090	1296	812	1213	639
Tff1_3	Tff1	3034	2943	4598	3038	4654
Arhgap23_4	Arhgap23	1110	1043	777	877	936
Nrarp_2	Nrarp	1311	1138	1259	1136	1009
Raver2_1	Raver2	319.5	227	271	344	420
Tfpi_2	Tfpi	631	320	455	428	379
Olfr38_2	Olfr38	1127	879	422	785	589
Jagn1_3	Jagn1	381	284	508	501	1032
Dcps_5	Dcps	1081.5	554	588	527	459
Sult6b1_5	Sult6b1	1333.5	1133	937	1112	838
Apmap_3	Apmap	621	743	667	553	765
Podnl1_5	Podnl1	582	532	301	515	304
Lrrc58_5	Lrrc58	214.5	120	298	92	316
Baz1a_3	Baz1a	2118	1886	1678	1857	2291
Asphd2_5	Asphd2	2310	1953	2239	2184	1973
Ern2_3	Ern2	686.5	393	365	619	451
Lama1_5	Lama1	1045	790	805	1076	731
Gosr2_4	Gosr2	890	84	45	119	54
1700007K09Rik_1	1700007K09Rik	963	675	644	827	713
Celsr2_4	Celsr2	1040	926	805	747	823
Atp8b3_4	Atp8b3	865	708	978	561	1041
Ubqln3_2	Ubqln3	949	1015	997	823	921
Tax1bp1_1	Tax1bp1	666	460	336	440	251
Znrd1as_4	Znrd1as	351	273	414	438	436
Klk9_1	Klk9	1075.5	821	438	596	899
Smg7_2	Smg7	1416	656	833	541	481
Suv420h1_3	Suv420h1	812.5	634	421	691	466
Sptb_5	Sptb	3016	2265	2098	2230	2108
Ifna7_1	Ifna7	881	736	892	819	992
Slc2a9_2	Slc2a9	913.5	858	851	812	722
Apeh_1	Apeh	236.5	121	140	149	80
Trim32_1	Trim32	1274.5	1001	1512	1024	2077
Krt10_3	Krt10	437.5	315	434	338	273
Wiz_4	Wiz	674	208	202	293	264
Lor_1	Lor	407.5	214	107	302	148
Wdr35_5	Wdr35	1336.5	1131	1440	1000	1307
Fadd_5	Fadd	663.5	571	458	412	394
Ccne1_4	Ccne1	846.5	525	277	547	300
Hira_1	Hira	902.5	1196	882	1155	1404
Kat6b_1	Kat6b	1105	829	630	613	688
Kcnk5_5	Kcnk5	654	435	441	503	418
Atxn1l_5	Atxn1l	779.5	601	320	669	447
Gip_2	Gip	1617	1594	2184	1937	2027
Esp15_1	Esp15	622	466	720	430	807
Aldh1a7_1	Aldh1a7	1352.5	1111	1290	1090	1427
Sis_3	Sis	831	731	258	667	277
Wdr31_5	Wdr31	3794.5	3224	2851	3117	2968
Prph_4	Prph	460	386	142	246	149
Golm1_3	Golm1	1680.5	1439	1139	1356	1061
Adgre1_2	Adgre1	788	530	644	839	788
Atp1a2_5	Atp1a2	459.5	442	320	359	287
Hdlbp_2	Hdlbp	988	601	470	860	404
Kcnh8_1	Kcnh8	1414	1387	1124	1417	1319
Mterf4_3	Mterf4	2856.5	578	639	389	321
Prss57_4	Prss57	287.5	290	338	414	441
Afm_3	Afm	440	575	582	354	362
Bcl7c_1	Bcl7c	2070	1652	1942	1910	1932
Trappc11_3	Trappc11	1079	420	382	389	516
Creb3l4_3	Creb3l4	813	716	570	555	858
P2rx1_1	P2rx1	470	237	147	354	188
Tmem150a_2	Tmem150a	601.5	323	694	355	577
Wnt3_2	Wnt3	414	279	136	201	204
Cebpzos_3	Cebpzos	1701.5	1520	1361	1661	1515
Cul5_1	Cul5	1757	1523	1364	1909	1932
Ctnnbip1_2	Ctnnbip1	545.5	370	524	530	615
Polr3g_1	Polr3g	560	355	117	403	159
Magee2_5	Magee2	1422.5	975	992	984	1088
Olfr1000_1	Olfr1000	1442.5	1124	1335	1444	1350
Txlng_3	Txlng	973	794	1368	928	1475
Rps6ka5_3	Rps6ka5	1658	1643	1407	1626	1138
Tmem258_2	Tmem258	175	64	38	24	47
Hyal6_2	Hyal6	1035.5	719	811	1015	801
Asgr1_3	Asgr1	831.5	855	567	1109	585
Cd276_4	Cd276	70	102	70	65	43
Arhgap19_5	Arhgap19	686.5	285	623	367	749
Vstm2b_4	Vstm2b	290	284	185	255	164
Lrrn2_4	Lrrn2	402	267	321	406	276
1110037F02Rik_3	1110037F02Rik	834	720	537	610	413
Trub2_1	Trub2	811.5	79	25	130	10
C87436_2	C87436	1865	1387	1658	1419	2011
4930523C07Rik_2	4930523C07Rik	1515	1031	1204	1098	1491
Ska3_2	Ska3	900.5	203	157	281	203
Iffo2_3	Iffo2	571	498	293	487	425
Scnn1b_4	Scnn1b	1941	1580	1435	1292	1366
Ddx10_1	Ddx10	601	83	67	53	105
Zfyve27_1	Zfyve27	715.5	373	204	559	296
Cdc20b_2	Cdc20b	1212	905	792	939	722
Olfr1136_1	Olfr1136	170.5	145	27	138	20
Sumf2_5	Sumf2	1420.5	1384	836	1321	969
Rpl18a_3	Rpl18a	1068	97	117	85	76
Fgf8_1	Fgf8	1343.5	1074	979	1216	1191
Gtf2e2_3	Gtf2e2	1119	261	41	222	71
Slc26a1_5	Slc26a1	811	516	325	629	535
Emcn_3	Emcn	426.5	408	1390	386	1167
Nuf2_4	Nuf2	555	47	98	43	50
Kcnn4_4	Kcnn4	654	365	398	477	477
Vmn2r74_3	Vmn2r74	2720.5	2500	3576	2319	3334
Olfr860_4	Olfr860	1790	1651	1742	1553	1651
Vdr_4	Vdr	983.5	601	848	800	735
Olfr1474_1	Olfr1474	1200.5	987	627	1072	734
Ip6k1_2	Ip6k1	1685	1494	1370	1577	2150
Fam160a2_4	Fam160a2	2760	2539	2500	2414	2715
L3mbtl3_5	L3mbtl3	502.5	317	534	322	545
Fam118a_4	Fam118a	2307.5	1872	2294	1986	2204
Cplx4_5	Cplx4	803	490	842	740	694
Olfr152_5	Olfr152	571	422	1441	603	1113
Bace2_4	Bace2	2195.5	1798	1638	1677	1322
Fam71d_3	Fam71d	1211.5	981	743	1161	848
Gsg1l_4	Gsg1l	681.5	853	854	843	1037
Trappc2_4	Trappc2	538	483	335	642	256
Eps15l1_5	Eps15l1	1450.5	1158	1785	1295	2547
Stkld1_5	Stkld1	533.5	658	293	528	270
Klhl31_3	Klhl31	606	479	917	336	735
Shbg_5	Shbg	1048.5	685	686	741	585
